	s1	s10	s11	s12	s13	s14	s15	s16	s17	s18	s19	s2	s20	s21	s22	s23	s24	s25	s26	s27	s28	s29	s3	s30	s31	s32	s33	s34	s35	s36	s37	s38	s39	s4	s40	s41	s42	s43	s44	s45	s46	s47	s48	s5	s6	s7	s8	s9
K02341	0.19	0.13	0.29	0.0	0.0	0.15202702702702703	0.27	0.15	0.1706012378426172	0.1706012378426172	0.09	0.10446194225721786	0.23	0.0	0.15	0.5	0.2	0.2	0.0	0.31	0.0	0.15	0.33	0.1706012378426172	0.15	0.15	0.2	0.45	0.4	0.19999999999999998	0.14	0.18	0.16	0.1306701030927835	0.18	0.52	0.25	0.29	0.13	0.2	0.18	0.08	0.25	0.13	0.18	0.14	0.29	0.15202702702702703
K02914	0.19	0.13	0.29	0.0	0.0	0.0	0.0	0.0	0.17	0.17	0.09	0.1	0.0	0.0	0.15	0.5	0.2	0.2	0.0	0.31	0.0	0.15	0.33	0.17	0.15	0.15	0.2	0.45	0.4	0.15	0.0	0.18	0.16	0.0	0.18	0.52	0.25	0.29	0.13	0.2	0.18	0.08	0.25	0.13	0.18	0.14	0.29	0.0
K00116	0.19	0.13	0.29	0.0	0.0	0.15	0.0	0.3	0.3638992042440319	0.3638992042440319	0.09	0.1	0.0	0.0	0.2857142857142857	0.5	0.0	0.0	0.0	0.5456	0.0	0.2857142857142857	0.33	0.3638992042440319	0.15	0.2857142857142857	0.2	0.45	0.0	0.15	0.0	0.36328571428571427	0.2986666666666667	0.14340206185567012	0.36328571428571427	0.52	0.0	0.29	0.13	0.0	0.36328571428571427	0.08	0.0	0.13	0.36328571428571427	0.28	0.29	0.15
K03553	0.19	0.13	0.29	0.0	0.0	0.15608108108108107	0.27	0.15	0.1703006189213086	0.1703006189213086	0.09	0.1416010498687664	0.23	0.0	0.15	0.5	0.2	0.2	0.0	0.31	0.0	0.15	0.33	0.1703006189213086	0.16883116883116883	0.15	0.2	0.45	0.4	0.15	0.14	0.18328571428571427	0.16	0.1306701030927835	0.18328571428571427	0.52	0.25	0.29	0.13	0.35000000000000003	0.18328571428571427	0.08888888888888889	0.25	0.13	0.18328571428571427	0.14	0.29	0.15608108108108107
K03111	0.46769230769230774	0.18701754385964914	0.32480000000000003	0.0	0.0	0.2959459459459459	0.27	0.21	0.5420159151193634	0.5420159151193634	0.21	0.21916010498687666	0.4329411764705883	0.0	0.2357142857142857	1.0	0.26666666666666666	0.24444444444444446	0.0	0.33480000000000004	0.0	0.2357142857142857	0.33702127659574466	0.5420159151193634	0.18051948051948052	0.2357142857142857	0.2	1.25	1.0	0.19999999999999998	0.2696456086286595	0.3324285714285714	0.22399999999999998	0.17556701030927838	0.3324285714285714	1.273103448275862	0.6	0.32480000000000003	0.18701754385964914	0.5	0.3324285714285714	0.08444444444444445	0.6	0.18701754385964914	0.3324285714285714	0.168	0.32480000000000003	0.2959459459459459
K00796	0.19	0.13	0.29	0.0	0.0	0.15	0.27	0.15	0.17090185676392575	0.17090185676392575	0.09	0.1	0.23	0.0	0.15	0.5	0.2	0.2	0.0	0.31	0.0	0.15	0.33	0.17090185676392575	0.15	0.15	0.2	0.45	0.4	0.15	0.14	0.18	0.16	0.1306701030927835	0.18	0.5498850574712644	0.25	0.29	0.13	0.2	0.18	0.08	0.25	0.13	0.18	0.14	0.29	0.15
K03424	0.39461538461538465	0.392280701754386	0.5451999999999999	0.0	0.0	0.4459459459459459	0.27	0.44999999999999996	0.17105216622458003	0.17105216622458003	0.16999999999999998	0.18215223097112862	0.24352941176470588	0.0	0.4428571428571429	1.0	0.2	0.538888888888889	0.0	0.5394	0.0	0.4428571428571429	0.6108510638297873	0.17105216622458003	0.32532467532467535	0.4428571428571429	0.6000000000000001	0.45	0.4	0.5	0.4197842835130971	0.5458571428571428	0.48	0.394020618556701	0.5458571428571428	0.5558620689655173	0.25	0.5451999999999999	0.392280701754386	0.2	0.5458571428571428	0.15555555555555556	0.25	0.392280701754386	0.5458571428571428	0.42000000000000004	0.5451999999999999	0.4459459459459459
K01599	0.19	0.13	0.29	0.0	0.0	0.15	0.27	0.18	0.1701503094606543	0.1701503094606543	0.1	0.1	0.23	0.0	0.15	0.5	0.22222222222222224	0.2	0.0	0.31	0.0	0.15	0.33	0.1701503094606543	0.15	0.15	0.2	0.45	0.4	0.15	0.14	0.18	0.16	0.13536082474226804	0.18	0.52	0.3	0.29	0.13	0.0	0.18	0.08	0.3	0.13	0.18	0.14	0.29	0.15
K00059	0.76	0.23035087719298245	1.9603999999999997	0.0	0.0	1.066216216216216	3.3300000000000005	0.84	0.4107957559681698	0.4107957559681698	0.6399999999999999	0.7767716535433071	2.3405882352941174	0.0	0.6107142857142857	1.0	2.555555555555556	0.38333333333333336	0.0	1.2648	0.0	0.6107142857142857	3.054255319148936	0.4107957559681698	0.6584415584415584	0.6107142857142857	0.5	1.8	1.2000000000000002	0.7999999999999999	0.14215716486902927	1.4771428571428569	0.5226666666666666	0.3357216494845361	1.4771428571428569	1.9245977011494255	0.6	1.9603999999999997	0.23035087719298245	0.7000000000000001	1.4771428571428569	0.6444444444444445	0.6	0.23035087719298245	1.4771428571428569	0.784	1.9603999999999997	1.066216216216216
K01091	0.20461538461538462	0.13228070175438597	0.841	0.0	0.0	0.15810810810810808	0.99	0.15	0.1730061892130858	0.1730061892130858	0.16999999999999998	0.2669291338582677	0.7035294117647058	0.0	0.16785714285714284	0.0	0.48888888888888893	0.3111111111111111	0.0	1.0478	0.0	0.16785714285714284	0.9548936170212767	0.1730061892130858	0.6967532467532467	0.16785714285714284	0.6000000000000001	0.0	0.0	0.44999999999999996	0.1404314329738059	0.7081428571428571	0.21333333333333332	0.13938144329896907	0.7081428571428571	0.5498850574712644	0.0	0.841	0.13228070175438597	0.0	0.7081428571428571	0.14222222222222222	0.0	0.13228070175438597	0.7081428571428571	0.14	0.841	0.15810810810810808
K00858	0.19	0.13	0.3016	0.0	0.0	0.15202702702702703	0.27	0.15	0.17405835543766582	0.17405835543766582	0.09	0.19501312335958007	0.23	0.0	0.15	0.5	0.2	0.2	0.0	0.31	0.0	0.15	0.33	0.17405835543766582	0.15	0.15	0.2	0.45	0.4	0.15	0.14	0.18	0.18133333333333332	0.1306701030927835	0.18	0.52	0.25	0.3016	0.13	0.2	0.18	0.16	0.25	0.13	0.18	0.14	0.3016	0.15202702702702703
K00954	0.19	0.13	0.29	0.0	0.0	0.15202702702702703	0.27	0.15	0.1701503094606543	0.1701503094606543	0.09	0.1	0.23	0.0	0.15	0.5	0.2	0.2	0.0	0.31	0.0	0.15	0.33	0.1701503094606543	0.15064935064935064	0.15	0.2	0.45	0.4	0.15	0.14	0.18	0.16	0.13	0.18	0.52	0.25	0.29	0.13	0.2	0.18	0.08	0.25	0.13	0.18	0.14	0.29	0.15202702702702703
K02986	0.19	0.13	0.29	0.0	0.0	0.15	0.27	0.15	0.17	0.17	0.09	0.1	0.23	0.0	0.15	0.5	0.2	0.2	0.0	0.31	0.0	0.15	0.33	0.17	0.15	0.15	0.2	0.45	0.4	0.15	0.14010785824345148	0.18	0.16	0.13	0.18	0.52	0.25	0.29	0.13	0.2	0.18	0.08	0.25	0.13	0.18	0.14	0.29	0.15
K01624	0.19	0.48578947368421055	0.0	0.0	0.0	0.2614864864864865	0.0	0.48	0.17571175950486295	0.17571175950486295	0.12	0.15236220472440945	0.23	0.0	0.6642857142857143	0.5	0.2	0.0	0.0	0.31	0.0	0.6642857142857143	0.33	0.17571175950486295	0.15	0.6642857142857143	0.2	0.55	0.4	0.15	0.14	0.18	0.24533333333333335	0.27675257731958763	0.18	0.9981609195402299	0.0	0.0	0.48578947368421055	0.25	0.18	0.10666666666666666	0.0	0.48578947368421055	0.18	0.14	0.0	0.2614864864864865
K04567	0.19	0.13	0.29	0.0	0.0	0.15	0.27	0.15	0.19780725022104334	0.19780725022104334	0.1	0.10013123359580052	0.0	0.0	0.15	0.5	0.0	0.2	0.0	0.31	0.0	0.15	0.33	0.19780725022104334	0.15	0.15	0.2	0.45	0.4	0.15	0.14086286594761172	0.18	0.16	0.1306701030927835	0.18	0.52	0.25	0.29	0.13	0.2	0.18	0.08	0.25	0.13	0.18	0.14	0.29	0.15
K01745	0.2923076923076923	0.13912280701754387	0.5626	0.0	0.0	0.19256756756756757	0.54	0.3	0.17	0.17	0.09	0.10026246719160106	0.32470588235294123	0.0	0.27499999999999997	0.5	0.2	0.2	0.0	0.0	0.0	0.27499999999999997	0.5476595744680851	0.17	0.20844155844155843	0.27499999999999997	0.2	0.5	0.4	0.15	0.14	0.46185714285714285	0.16	0.14675257731958763	0.46185714285714285	0.52	0.0	0.5626	0.13912280701754387	0.0	0.46185714285714285	0.09777777777777778	0.0	0.13912280701754387	0.46185714285714285	0.196	0.5626	0.19256756756756757
K01424	0.20461538461538462	0.262280701754386	0.29	0.0	0.0	0.3547297297297297	0.0	0.15	0.1701503094606543	0.1701503094606543	0.1	0.15498687664041996	0.23	0.0	0.15714285714285714	0.5	0.2888888888888889	0.2	0.0	0.341	0.0	0.15714285714285714	0.7231914893617022	0.1701503094606543	0.15	0.15714285714285714	0.2	0.6	0.4	0.25	0.4161171032357473	0.19385714285714284	0.20266666666666666	0.13469072164948456	0.19385714285714284	0.0	0.25	0.29	0.262280701754386	0.2	0.19385714285714284	0.08	0.25	0.262280701754386	0.19385714285714284	0.14	0.29	0.3547297297297297
K02904	0.19	0.13	0.29	0.0	0.0	0.15	0.27	0.15	0.1701503094606543	0.1701503094606543	0.09	0.1	0.23	0.0	0.15	0.5	0.2	0.2	0.0	0.31	0.0	0.15	0.33	0.1701503094606543	0.15	0.15	0.2	0.45	0.4	0.15	0.14	0.18	0.16	0.13	0.18	0.52	0.25	0.29	0.13	0.2	0.18	0.08	0.25	0.13	0.18	0.14	0.29	0.15
K03100	0.2923076923076923	0.14596491228070174	0.5741999999999999	0.0	0.0	0.15	0.27	0.18	0.38960212201591515	0.38960212201591515	0.22	0.5169291338582677	0.2570588235294118	0.0	0.15	0.5	0.2	0.27222222222222225	0.0	0.31	0.0	0.15	0.6108510638297873	0.38960212201591515	0.15	0.15	0.2	0.45	0.4	0.15	0.14	0.23585714285714285	0.16	0.13	0.23585714285714285	0.6873563218390805	0.4	0.5741999999999999	0.14596491228070174	0.2	0.23585714285714285	0.3066666666666667	0.4	0.14596491228070174	0.23585714285714285	0.14	0.5741999999999999	0.15
K02895	0.19	0.13	0.29	0.0	0.0	0.15	0.27	0.15	0.17	0.17	0.09	0.1	0.23	0.0	0.15	0.5	0.2	0.2	0.0	0.31	0.0	0.15	0.33	0.17	0.15	0.15	0.2	0.45	0.4	0.15	0.14	0.18	0.16	0.13670103092783506	0.18	0.52	0.25	0.29	0.13	0.2	0.18	0.08	0.25	0.13	0.18	0.14	0.29	0.15
K00526	0.19	0.262280701754386	0.5336	0.0	0.0	0.2918918918918919	0.0	0.3	0.17766578249336873	0.17766578249336873	0.1	0.11141732283464567	0.23	0.0	0.3	0.5	0.2	0.21111111111111114	0.0	0.31	0.0	0.3	0.33	0.17766578249336873	0.1831168831168831	0.3	0.2	0.55	0.4	0.15	0.28711864406779664	0.187	0.2986666666666667	0.2713917525773196	0.187	0.52	0.25	0.5336	0.262280701754386	0.2	0.187	0.13777777777777778	0.25	0.262280701754386	0.187	0.28	0.5336	0.2918918918918919
K01963	0.19	0.13	0.29	0.0	0.0	0.15	0.27	0.15	0.17	0.17	0.13999999999999999	0.10026246719160106	0.23	0.0	0.15	0.5	0.2	0.2	0.0	0.31	0.0	0.15	0.33	0.17	0.15	0.15	0.2	0.45	0.4	0.15	0.14	0.18	0.16	0.1306701030927835	0.18	0.0	0.25	0.29	0.13	0.2	0.18	0.08	0.25	0.13	0.18	0.14	0.29	0.15
K01778	0.19	0.13	0.29	0.0	0.0	0.2027027027027027	0.27	0.15	0.0	0.0	0.0	0.1	0.2705882352941177	0.0	0.15	0.5	0.2	0.20555555555555555	0.0	0.31	0.0	0.15	0.33	0.0	0.15	0.15	0.2	0.45	0.4	0.15	0.14	0.23557142857142857	0.16	0.13	0.23557142857142857	0.52	0.0	0.29	0.13	0.0	0.23557142857142857	0.10666666666666666	0.0	0.13	0.23557142857142857	0.28	0.29	0.2027027027027027
K00097	0.19	0.193859649122807	0.29	0.0	0.0	0.22297297297297294	0.45000000000000007	0.24	0.0	0.0	0.0	0.0	0.3517647058823529	0.0	0.3142857142857143	0.5	0.5333333333333333	0.2	0.0	0.31	0.0	0.3142857142857143	0.3861702127659575	0.0	0.15	0.3142857142857143	0.2	0.45	0.4	0.19999999999999998	0.2794607087827427	0.24757142857142855	0.24533333333333335	0.15881443298969075	0.24757142857142855	0.0	0.0	0.29	0.193859649122807	0.0	0.24757142857142855	0.0	0.0	0.193859649122807	0.24757142857142855	0.168	0.29	0.22297297297297294
K03040	0.19	0.13	0.29	0.0	0.0	0.15	0.27	0.15	0.1701503094606543	0.1701503094606543	0.09	0.1	0.23	0.0	0.15	0.5	0.2	0.2	0.0	0.31	0.0	0.15	0.33	0.1701503094606543	0.15	0.15	0.2	0.45	0.4	0.15	0.14010785824345148	0.18	0.16	0.13	0.18	0.52	0.25	0.29	0.13	0.2	0.18	0.08	0.25	0.13	0.18	0.14	0.29	0.15
K03118	0.19	0.13	0.29	0.0	0.0	0.15	0.27	0.15	0.17	0.17	0.16999999999999998	0.12349081364829398	0.23	0.0	0.15	0.5	0.2	0.2	0.0	0.3286	0.0	0.15	0.33	0.17	0.16428571428571428	0.15	0.2	0.5	0.4	0.15	0.14	0.1851428571428571	0.16	0.13	0.1851428571428571	0.6275862068965518	0.0	0.29	0.13	0.0	0.1851428571428571	0.14666666666666667	0.0	0.13	0.1851428571428571	0.14	0.29	0.15
K01507	0.23384615384615387	0.21210526315789474	0.58	0.0	0.0	0.15	0.36	0.3	0.0	0.0	0.0	0.0	0.46	0.0	0.21785714285714283	0.5	0.2	0.2	0.0	0.31	0.0	0.21785714285714283	0.33	0.0	0.1525974025974026	0.21785714285714283	0.2	0.5	0.4	0.15	0.14	0.23728571428571427	0.17066666666666666	0.14474226804123713	0.23728571428571427	0.5319540229885058	0.0	0.58	0.21210526315789474	0.2	0.23728571428571427	0.0	0.0	0.21210526315789474	0.23728571428571427	0.14	0.58	0.15
K01903	0.19	0.13	0.3016	0.0	0.0	0.15	0.27	0.15	0.17	0.17	0.09	0.1	0.23	0.0	0.15	0.5	0.26666666666666666	0.2	0.0	0.31	0.0	0.15	0.33	0.17	0.15	0.15	0.2	0.45	0.4	0.15	0.14	0.18	0.16	0.1306701030927835	0.18	0.52	0.0	0.3016	0.13	0.0	0.18	0.09333333333333334	0.0	0.13	0.18	0.14	0.3016	0.15
K03781	0.2776923076923077	0.13	0.7365999999999999	0.0	0.0	0.15608108108108107	0.0	0.3	0.20667550839964632	0.20667550839964632	0.31999999999999995	0.2992125984251969	0.28411764705882353	0.0	0.26785714285714285	0.0	0.35555555555555557	0.4222222222222223	0.0	0.0	0.0	0.26785714285714285	0.0	0.20667550839964632	0.33311688311688314	0.26785714285714285	0.2	0.45	0.0	0.39999999999999997	0.14	0.5862857142857143	0.21333333333333332	0.18293814432989694	0.5862857142857143	0.52	0.0	0.7365999999999999	0.13	0.0	0.5862857142857143	0.08	0.0	0.13	0.5862857142857143	0.30800000000000005	0.7365999999999999	0.15608108108108107
K02065	0.3653846153846154	0.1368421052631579	0.5683999999999999	0.0	0.0	0.2189189189189189	0.27	0.15	0.0	0.0	0.0	0.0	0.23	0.0	0.15	0.5	0.4	0.2	0.0	0.5022	0.0	0.15	0.5125531914893617	0.0	0.15	0.15	0.30000000000000004	0.6	0.4	0.15	0.14	0.31114285714285717	0.16	0.14072164948453608	0.31114285714285717	0.0	0.0	0.5683999999999999	0.1368421052631579	0.0	0.31114285714285717	0.0	0.0	0.1368421052631579	0.31114285714285717	0.14	0.5683999999999999	0.2189189189189189
K01920	0.19	0.13	0.29	0.0	0.0	0.15	0.36	0.15	0.0	0.0	0.0	0.0	0.23	0.0	0.15	0.5	0.2	0.2	0.0	0.31	0.0	0.15	0.33	0.0	0.15	0.15	0.2	0.0	0.4	0.15	0.14	0.18	0.16	0.1306701030927835	0.18	0.0	0.0	0.29	0.13	0.0	0.18	0.0	0.0	0.13	0.18	0.14	0.29	0.15
K00806	0.19	0.13	0.29	0.0	0.0	0.15	0.27	0.15	0.17	0.17	0.09	0.10144356955380579	0.23	0.0	0.15	0.5	0.2	0.2	0.0	0.31	0.0	0.15	0.33	0.17	0.15	0.15	0.2	0.45	0.4	0.15	0.14	0.18	0.16	0.1306701030927835	0.18	0.52	0.25	0.29	0.13	0.2	0.18	0.08	0.25	0.13	0.18	0.14	0.29	0.15
K00075	0.19	0.13228070175438597	0.29	0.0	0.0	0.15	0.27	0.15	0.17105216622458003	0.17105216622458003	0.09	0.17296587926509188	0.2705882352941177	0.0	0.15	0.5	0.2	0.2	0.0	0.31	0.0	0.15	0.33	0.17105216622458003	0.15	0.15	0.2	0.45	0.4	0.15	0.14	0.18028571428571427	0.16	0.1306701030927835	0.18028571428571427	0.5319540229885058	0.25	0.29	0.13228070175438597	0.2	0.18028571428571427	0.11555555555555555	0.25	0.13228070175438597	0.18028571428571427	0.14	0.29	0.15
K00645	0.19	0.13228070175438597	0.522	0.0	0.0	0.1783783783783784	0.27	0.3	0.17	0.17	0.12	0.1199475065616798	0.23	0.0	0.15357142857142855	0.5	0.3111111111111111	0.2	0.0	0.31	0.0	0.15357142857142855	0.5897872340425532	0.17	0.15	0.15357142857142855	0.2	0.5	0.4	0.15	0.14	0.18528571428571425	0.18133333333333332	0.14876288659793815	0.18528571428571425	0.5259770114942529	0.25	0.522	0.13228070175438597	0.30000000000000004	0.18528571428571425	0.18666666666666668	0.25	0.13228070175438597	0.18528571428571425	0.15400000000000003	0.522	0.1783783783783784
K03703	0.19	0.13	0.29	0.0	0.0	0.15	0.27	0.15	0.17	0.17	0.09	0.10511811023622047	0.23	0.0	0.15	0.5	0.2	0.2	0.0	0.31	0.0	0.15	0.33	0.17	0.15	0.15	0.2	0.45	0.4	0.15	0.14	0.18	0.16	0.1306701030927835	0.18	0.52	0.25	0.29	0.13	0.2	0.18	0.08	0.25	0.13	0.18	0.14	0.29	0.15
K01951	0.2923076923076923	0.25315789473684214	0.7888000000000001	0.0	0.0	0.4236486486486486	0.27	0.39	0.1706012378426172	0.1706012378426172	0.11	0.1	0.23	0.0	0.31785714285714284	1.0	0.2888888888888889	0.2	0.0	0.5207999999999999	0.0	0.31785714285714284	0.8776595744680852	0.1706012378426172	0.3051948051948052	0.31785714285714284	0.2	0.45	0.4	0.15	0.27967642526964565	0.19985714285714287	0.36266666666666664	0.192319587628866	0.19985714285714287	1.3567816091954021	0.25	0.7888000000000001	0.25315789473684214	0.2	0.19985714285714287	0.08	0.25	0.25315789473684214	0.19985714285714287	0.28	0.7888000000000001	0.4236486486486486
K00134	0.5700000000000001	0.31701754385964914	0.29	0.0	0.0	0.28378378378378377	0.27	0.44999999999999996	0.33969938107869146	0.33969938107869146	0.18	0.20026246719160104	0.23	0.0	0.18214285714285713	1.0	0.3111111111111111	0.4	0.0	0.9734	0.0	0.18214285714285713	0.33	0.33969938107869146	0.29805194805194807	0.18214285714285713	0.8	1.4500000000000002	1.1	0.44999999999999996	0.14355932203389832	0.3884285714285714	0.18133333333333332	0.3477835051546392	0.3884285714285714	0.7411494252873564	0.25	0.29	0.31701754385964914	0.35000000000000003	0.3884285714285714	0.16	0.25	0.31701754385964914	0.3884285714285714	0.25200000000000006	0.29	0.28378378378378377
K02892	0.19	0.13	0.29	0.0	0.0	0.15	0.27	0.15	0.1706012378426172	0.1706012378426172	0.09	0.1	0.23	0.0	0.15	0.5	0.2	0.2	0.0	0.31	0.0	0.15	0.33	0.1706012378426172	0.15	0.15	0.2	0.45	0.4	0.15	0.14	0.18	0.16	0.13134020618556702	0.18	0.52	0.25	0.29	0.13	0.2	0.18	0.08	0.25	0.13	0.18	0.14	0.29	0.15
K02897	0.19	0.13	0.29	0.0	0.0	0.15	0.27	0.15	0.17090185676392575	0.17090185676392575	0.19	0.0	0.23	0.0	0.15	0.5	0.2	0.2	0.0	0.31	0.0	0.15	0.33	0.17090185676392575	0.15	0.15	0.2	0.45	0.4	0.15	0.14	0.18	0.16	0.1306701030927835	0.18	0.52	0.0	0.29	0.13	0.0	0.18	0.08	0.0	0.13	0.18	0.14	0.29	0.15
K00901	0.19	0.13	0.5162	0.0	0.0	0.23108108108108108	0.36	0.18	0.17	0.17	0.0	0.0	0.23	0.0	0.15714285714285714	0.0	0.0	0.26666666666666666	0.0	0.0	0.0	0.15714285714285714	0.0	0.17	0.15	0.15714285714285714	0.2	0.45	0.4	0.15	0.14	0.182	0.16	0.13	0.182	0.0	0.0	0.5162	0.13	0.2	0.182	0.08	0.0	0.13	0.182	0.14	0.5162	0.23108108108108108
K01633	0.19	0.13	0.3016	0.0	0.0	0.15	0.27	0.15	0.17075154730327144	0.17075154730327144	0.09	0.1	0.23	0.0	0.15	0.5	0.2	0.2	0.0	0.31	0.0	0.15	0.33	0.17075154730327144	0.15	0.15	0.2	0.45	0.4	0.15	0.14010785824345148	0.18	0.16	0.1306701030927835	0.18	0.52	0.25	0.3016	0.13	0.2	0.18	0.08	0.25	0.13	0.18	0.14	0.3016	0.15
K02338	0.20461538461538462	0.14596491228070174	0.2958	0.0	0.0	0.15	0.27	0.18	0.17045092838196288	0.17045092838196288	0.09	0.16220472440944883	0.4194117647058824	0.0	0.15357142857142855	0.5	0.2	0.21111111111111114	0.0	0.31	0.0	0.15357142857142855	0.33	0.17045092838196288	0.16103896103896104	0.15357142857142855	0.2	0.45	0.4	0.15	0.14	0.183	0.16	0.1320103092783505	0.183	0.5259770114942529	0.25	0.2958	0.14596491228070174	0.2	0.183	0.08444444444444445	0.25	0.14596491228070174	0.183	0.14	0.2958	0.15
K00261	0.19	0.13	0.0	0.0	0.0	0.15	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.15	0.0	0.0	0.0	0.0	0.0	0.0	0.15	0.33	0.0	0.15454545454545454	0.15	0.0	0.45	0.0	0.0	0.14	0.0	0.16	0.0	0.0	0.0	0.0	0.0	0.13	0.0	0.0	0.0	0.0	0.13	0.0	0.0	0.0	0.15
K06187	0.19	0.13	0.29	0.0	0.0	0.15	0.27	0.15	0.17045092838196288	0.17045092838196288	0.09	0.1	0.23	0.0	0.15	0.5	0.2	0.2	0.0	0.31	0.0	0.15	0.33	0.17045092838196288	0.15	0.15	0.2	0.45	0.4	0.15	0.14	0.18	0.16	0.13	0.18	0.52	0.25	0.29	0.13	0.2	0.18	0.08	0.25	0.13	0.18	0.14	0.29	0.15
K04077	0.19	0.1368421052631579	0.2958	0.0	0.0	0.17635135135135135	0.6300000000000001	0.15	0.1728558797524315	0.1728558797524315	0.1	0.1	0.2705882352941177	0.0	0.15	0.5	0.22222222222222224	0.2	0.0	0.3224	0.0	0.15	0.40021276595744687	0.1728558797524315	0.1512987012987013	0.15	0.2	0.45	0.4	0.15	0.14431432973805858	0.2	0.16	0.13871134020618556	0.2	0.52	0.25	0.2958	0.1368421052631579	0.2	0.2	0.08	0.25	0.1368421052631579	0.2	0.14	0.2958	0.17635135135135135
K01130	0.19	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.17467532467532468	0.0	0.0	0.85	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
K00606	0.19	0.13	0.3364	0.0	0.0	0.15	0.36	0.15	0.17	0.17	0.09	0.1	0.23	0.0	0.16428571428571428	0.5	0.0	0.2	0.0	0.3162	0.0	0.16428571428571428	0.33	0.17	0.15	0.16428571428571428	0.2	0.45	0.4	0.15	0.14	0.24914285714285714	0.16	0.13335051546391752	0.24914285714285714	0.0	0.0	0.3364	0.13	0.0	0.24914285714285714	0.08	0.0	0.13	0.24914285714285714	0.14	0.3364	0.15
K00754	0.19	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.15	0.0	0.2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
K03073	0.19	0.13	0.29	0.0	0.0	0.15	0.27	0.15	0.1712024756852343	0.1712024756852343	0.09	0.1	0.23	0.0	0.15	0.5	0.2	0.2	0.0	0.31	0.0	0.15	0.33	0.1712024756852343	0.15	0.15	0.2	0.45	0.4	0.15	0.14010785824345148	0.18	0.16	0.13	0.18	0.52	0.25	0.29	0.13	0.2	0.18	0.08	0.25	0.13	0.18	0.14	0.29	0.15
K00927	0.19	0.13	0.29	0.0	0.0	0.15	0.27	0.15	0.1701503094606543	0.1701503094606543	0.09	0.1	0.23	0.0	0.15	0.5	0.2	0.2	0.0	0.31	0.0	0.15	0.33	0.1701503094606543	0.15	0.15	0.2	0.45	0.4	0.15	0.14	0.18	0.16	0.1306701030927835	0.18	0.52	0.25	0.29	0.13	0.2	0.18	0.08	0.25	0.13	0.18	0.14	0.29	0.15
K01428	0.2630769230769231	0.14596491228070174	0.0	0.0	0.0	0.0	0.36	0.0	0.17	0.17	0.0	0.0	0.31117647058823533	0.0	0.0	0.0	0.2	0.0	0.0	0.31	0.0	0.0	0.33	0.17	0.15	0.0	0.2	0.0	0.0	0.15	0.0	0.20285714285714285	0.0	0.13	0.20285714285714285	0.0	0.0	0.0	0.14596491228070174	0.0	0.20285714285714285	0.0	0.0	0.14596491228070174	0.20285714285714285	0.0	0.0	0.0
K03584	0.19	0.13	0.29	0.0	0.0	0.15	0.27	0.15	0.17	0.17	0.09	0.1	0.23	0.0	0.15	0.5	0.2	0.2	0.0	0.31	0.0	0.15	0.33	0.17	0.15	0.15	0.2	0.45	0.4	0.15	0.14	0.18	0.16	0.1306701030927835	0.18	0.52	0.25	0.29	0.13	0.2	0.18	0.08	0.25	0.13	0.18	0.14	0.29	0.15
K01892	0.19	0.13912280701754387	0.29	0.0	0.0	0.1662162162162162	0.27	0.15	0.17	0.17	0.13	0.17427821522309714	0.23	0.0	0.15	0.5	0.2	0.2	0.0	0.31	0.0	0.15	0.33	0.17	0.15	0.15	0.2	0.45	0.4	0.15	0.14	0.18	0.22399999999999998	0.13	0.18	0.52	0.25	0.29	0.13912280701754387	0.2	0.18	0.13777777777777778	0.25	0.13912280701754387	0.18	0.14	0.29	0.1662162162162162
K01736	0.19	0.13	0.3016	0.0	0.0	0.15	0.27	0.15	0.17	0.17	0.09	0.17545931758530187	0.23	0.0	0.15	0.5	0.2	0.2	0.0	0.31	0.0	0.15	0.33	0.17	0.15	0.15	0.2	0.45	0.4	0.15	0.14	0.18	0.16	0.1306701030927835	0.18	0.52	0.25	0.3016	0.13	0.2	0.18	0.08	0.25	0.13	0.18	0.14	0.3016	0.15
K02474	0.24846153846153846	0.0	0.29	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.5	0.0	0.0	0.0	0.31	0.0	0.0	0.0	0.0	0.15	0.0	0.30000000000000004	0.45	0.4	0.0	0.14	0.0	0.0	0.0	0.0	0.0	0.0	0.29	0.0	0.0	0.0	0.10222222222222221	0.0	0.0	0.0	0.0	0.29	0.0
