"COG0001","COG0002","COG0003","COG0004","COG0006","COG0007","COG0008","COG0009","COG0010","COG0013","COG0015","COG0019","COG0021","COG0022","COG0024","COG0025","COG0028","COG0030","COG0031","COG0037","COG0038","COG0042","COG0044","COG0050","COG0054","COG0057","COG0059","COG0069","COG0071","COG0073","COG0078","COG0079","COG0084","COG0095","COG0107","COG0108","COG0110","COG0111","COG0115","COG0118","COG0119","COG0123","COG0125","COG0129","COG0142","COG0144","COG0145","COG0146","COG0147","COG0149","COG0152","COG0154","COG0155","COG0156","COG0160","COG0161","COG0165","COG0166","COG0167","COG0169","COG0171","COG0172","COG0174","COG0175","COG0176","COG0178","COG0179","COG0180","COG0183","COG0187","COG0188","COG0189","COG0191","COG0204","COG0206","COG0208","COG0209","COG0210","COG0212","COG0220","COG0221","COG0223","COG0225","COG0226","COG0229","COG0231","COG0234","COG0235","COG0236","COG0241","COG0242","COG0243","COG0246","COG0247","COG0248","COG0249","COG0250","COG0251","COG0252","COG0258","COG0260","COG0262","COG0265","COG0266","COG0270","COG0271","COG0272","COG0277","COG0278","COG0279","COG0280","COG0281","COG0287","COG0288","COG0294","COG0296","COG0297","COG0300","COG0303","COG0304","COG0305","COG0306","COG0308","COG0312","COG0313","COG0316","COG0317","COG0318","COG0322","COG0325","COG0326","COG0329","COG0330","COG0331","COG0332","COG0334","COG0339","COG0345","COG0346","COG0347","COG0348","COG0349","COG0350","COG0351","COG0352","COG0361","COG0363","COG0365","COG0366","COG0367","COG0369","COG0371","COG0372","COG0381","COG0382","COG0384","COG0385","COG0386","COG0388","COG0389","COG0392","COG0394","COG0395","COG0398","COG0399","COG0400","COG0402","COG0404","COG0405","COG0406","COG0410","COG0411","COG0412","COG0413","COG0415","COG0424","COG0427","COG0428","COG0431","COG0433","COG0436","COG0437","COG0438","COG0439","COG0443","COG0444","COG0446","COG0450","COG0451","COG0456","COG0457","COG0458","COG0459","COG0460","COG0463","COG0465","COG0467","COG0471","COG0472","COG0473","COG0474","COG0475","COG0476","COG0477","COG0478","COG0480","COG0483","COG0484","COG0488","COG0489","COG0491","COG0492","COG0493","COG0494","COG0501","COG0503","COG0507","COG0508","COG0511","COG0513","COG0514","COG0516","COG0517","COG0518","COG0520","COG0523","COG0524","COG0526","COG0527","COG0531","COG0534","COG0535","COG0537","COG0542","COG0543","COG0545","COG0546","COG0547","COG0548","COG0550","COG0553","COG0554","COG0555","COG0557","COG0558","COG0559","COG0560","COG0561","COG0563","COG0564","COG0566","COG0568","COG0569","COG0577","COG0578","COG0579","COG0580","COG0582","COG0583","COG0584","COG0586","COG0587","COG0589","COG0590","COG0591","COG0593","COG0596","COG0598","COG0599","COG0600","COG0601","COG0604","COG0605","COG0607","COG0609","COG0612","COG0614","COG0616","COG0617","COG0620","COG0621","COG0622","COG0623","COG0624","COG0625","COG0626","COG0628","COG0629","COG0631","COG0633","COG0635","COG0637","COG0640","COG0642","COG0643","COG0644","COG0646","COG0651","COG0652","COG0654","COG0655","COG0656","COG0657","COG0659","COG0661","COG0662","COG0663","COG0664","COG0665","COG0666","COG0667","COG0668","COG0671","COG0673","COG0677","COG0679","COG0681","COG0683","COG0684","COG0685","COG0687","COG0693","COG0695","COG0697","COG0702","COG0705","COG0708","COG0711","COG0714","COG0715","COG0716","COG0717","COG0719","COG0720","COG0723","COG0725","COG0726","COG0727","COG0730","COG0735","COG0737","COG0738","COG0739","COG0740","COG0741","COG0744","COG0745","COG0747","COG0749","COG0753","COG0757","COG0760","COG0764","COG0765","COG0766","COG0767","COG0768","COG0769","COG0772","COG0773","COG0775","COG0776","COG0777","COG0778","COG0782","COG0783","COG0784","COG0785","COG0787","COG0788","COG0789","COG0790","COG0791","COG0793","COG0795","COG0797","COG0798","COG0800","COG0801","COG0802","COG0803","COG0807","COG0810","COG0811","COG0814","COG0818","COG0822","COG0823","COG0824","COG0826","COG0828","COG0834","COG0835","COG0837","COG0840","COG0841","COG0842","COG0843","COG0845","COG0847","COG0848","COG0859","COG0860","COG0861","COG0863","COG1001","COG1004","COG1006","COG1009","COG1011","COG1012","COG1014","COG1015","COG1018","COG1020","COG1024","COG1028","COG1033","COG1040","COG1042","COG1044","COG1045","COG1047","COG1048","COG1051","COG1052","COG1053","COG1055","COG1056","COG1060","COG1062","COG1063","COG1064","COG1069","COG1070","COG1071","COG1072","COG1074","COG1079","COG1080","COG1082","COG1086","COG1087","COG1088","COG1091","COG1092","COG1104","COG1108","COG1109","COG1112","COG1113","COG1115","COG1116","COG1118","COG1120","COG1121","COG1123","COG1124","COG1126","COG1127","COG1129","COG1131","COG1132","COG1135","COG1136","COG1142","COG1143","COG1146","COG1157","COG1159","COG1160","COG1167","COG1171","COG1172","COG1173","COG1174","COG1175","COG1176","COG1177","COG1178","COG1181","COG1182","COG1183","COG1186","COG1187","COG1192","COG1195","COG1196","COG1199","COG1208","COG1209","COG1210","COG1213","COG1215","COG1216","COG1225","COG1226","COG1228","COG1230","COG1236","COG1238","COG1246","COG1247","COG1249","COG1250","COG1251","COG1252","COG1253","COG1256","COG1262","COG1263","COG1264","COG1266","COG1268","COG1270","COG1271","COG1273","COG1276","COG1278","COG1279","COG1280","COG1284","COG1285","COG1289","COG1291","COG1292","COG1294","COG1295","COG1296","COG1299","COG1301","COG1302","COG1304","COG1305","COG1309","COG1312","COG1316","COG1319","COG1320","COG1335","COG1344","COG1345","COG1349","COG1352","COG1354","COG1357","COG1359","COG1360","COG1366","COG1368","COG1373","COG1376","COG1377","COG1386","COG1388","COG1393","COG1396","COG1398","COG1402","COG1404","COG1409","COG1410","COG1414","COG1432","COG1434","COG1440","COG1442","COG1445","COG1446","COG1448","COG1450","COG1451","COG1454","COG1455","COG1457","COG1459","COG1463","COG1464","COG1472","COG1473","COG1475","COG1476","COG1484","COG1486","COG1487","COG1488","COG1501","COG1502","COG1506","COG1508","COG1512","COG1514","COG1522","COG1523","COG1524","COG1525","COG1529","COG1530","COG1533","COG1538","COG1540","COG1541","COG1546","COG1558","COG1560","COG1562","COG1566","COG1573","COG1593","COG1595","COG1596","COG1597","COG1605","COG1607","COG1609","COG1611","COG1619","COG1622","COG1629","COG1638","COG1639","COG1643","COG1648","COG1651","COG1652","COG1653","COG1664","COG1668","COG1669","COG1670","COG1674","COG1680","COG1682","COG1686","COG1695","COG1705","COG1708","COG1714","COG1715","COG1721","COG1729","COG1733","COG1734","COG1737","COG1738","COG1741","COG1744","COG1749","COG1752","COG1760","COG1762","COG1764","COG1765","COG1785","COG1788","COG1793","COG1801","COG1802","COG1803","COG1804","COG1807","COG1819","COG1820","COG1826","COG1835","COG1838","COG1840","COG1845","COG1846","COG1853","COG1863","COG1871","COG1874","COG1878","COG1879","COG1881","COG1886","COG1887","COG1893","COG1894","COG1898","COG1902","COG1905","COG1917","COG1922","COG1925","COG1937","COG1940","COG1942","COG1943","COG1944","COG1951","COG1957","COG1959","COG1960","COG1961","COG1968","COG1974","COG1975","COG1981","COG1982","COG1984","COG1985","COG1988","COG1995","COG1999","COG2002","COG2003","COG2005","COG2010","COG2011","COG2017","COG2021","COG2025","COG2026","COG2030","COG2032","COG2041","COG2049","COG2050","COG2055","COG2057","COG2059","COG2063","COG2070","COG2071","COG2072","COG2076","COG2079","COG2080","COG2081","COG2084","COG2085","COG2086","COG2091","COG2103","COG2111","COG2113","COG2116","COG2120","COG2124","COG2127","COG2128","COG2132","COG2133","COG2135","COG2138","COG2141","COG2146","COG2148","COG2151","COG2152","COG2153","COG2159","COG2161","COG2165","COG2169","COG2175","COG2182","COG2186","COG2188","COG2190","COG2193","COG2194","COG2197","COG2198","COG2199","COG2200","COG2201","COG2202","COG2203","COG2204","COG2205","COG2206","COG2207","COG2211","COG2212","COG2215","COG2217","COG2220","COG2222","COG2223","COG2226","COG2227","COG2230","COG2233","COG2234","COG2236","COG2239","COG2244","COG2246","COG2249","COG2252","COG2259","COG2261","COG2267","COG2271","COG2272","COG2273","COG2274","COG2301","COG2303","COG2307","COG2308","COG2310","COG2311","COG2318","COG2323","COG2326","COG2327","COG2329","COG2334","COG2336","COG2337","COG2346","COG2348","COG2350","COG2353","COG2355","COG2358","COG2361","COG2372","COG2375","COG2376","COG2377","COG2378","COG2388","COG2390","COG2391","COG2423","COG2440","COG2453","COG2513","COG2514","COG2518","COG2524","COG2606","COG2608","COG2609","COG2610","COG2703","COG2704","COG2706","COG2710","COG2721","COG2723","COG2755","COG2761","COG2764","COG2770","COG2771","COG2801","COG2804","COG2805","COG2814","COG2818","COG2819","COG2823","COG2825","COG2828","COG2831","COG2832","COG2834","COG2837","COG2852","COG2857","COG2863","COG2870","COG2873","COG2885","COG2890","COG2893","COG2895","COG2896","COG2897","COG2898","COG2905","COG2906","COG2908","COG2913","COG2916","COG2917","COG2929","COG2931","COG2932","COG2936","COG2942","COG2944","COG2945","COG2948","COG2951","COG2962","COG2963","COG2968","COG2971","COG2974","COG2982","COG2984","COG2986","COG2989","COG2995","COG3000","COG3008","COG3019","COG3023","COG3037","COG3038","COG3040","COG3047","COG3055","COG3063","COG3064","COG3071","COG3090","COG3093","COG3104","COG3108","COG3118","COG3119","COG3121","COG3122","COG3125","COG3128","COG3131","COG3133","COG3134","COG3143","COG3146","COG3147","COG3152","COG3153","COG3156","COG3157","COG3159","COG3166","COG3176","COG3177","COG3179","COG3181","COG3182","COG3185","COG3188","COG3191","COG3193","COG3201","COG3203","COG3204","COG3206","COG3209","COG3210","COG3219","COG3220","COG3221","COG3237","COG3239","COG3243","COG3246","COG3247","COG3250","COG3254","COG3258","COG3265","COG3267","COG3275","COG3279","COG3285","COG3288","COG3292","COG3293","COG3300","COG3306","COG3307","COG3313","COG3316","COG3319","COG3322","COG3324","COG3325","COG3333","COG3335","COG3339","COG3342","COG3344","COG3346","COG3347","COG3360","COG3383","COG3385","COG3386","COG3391","COG3395","COG3396","COG3397","COG3408","COG3409","COG3411","COG3414","COG3415","COG3422","COG3423","COG3434","COG3435","COG3436","COG3437","COG3444","COG3450","COG3451","COG3452","COG3454","COG3455","COG3464","COG3468","COG3474","COG3482","COG3485","COG3495","COG3497","COG3498","COG3499","COG3500","COG3501","COG3504","COG3505","COG3507","COG3509","COG3510","COG3514","COG3515","COG3516","COG3517","COG3518","COG3519","COG3520","COG3521","COG3522","COG3525","COG3533","COG3534","COG3537","COG3539","COG3540","COG3544","COG3545","COG3547","COG3549","COG3550","COG3555","COG3568","COG3576","COG3577","COG3585","COG3590","COG3591","COG3593","COG3604","COG3608","COG3609","COG3614","COG3616","COG3618","COG3619","COG3620","COG3622","COG3628","COG3629","COG3631","COG3637","COG3639","COG3642","COG3652","COG3653","COG3665","COG3666","COG3667","COG3668","COG3669","COG3672","COG3678","COG3682","COG3685","COG3696","COG3703","COG3706","COG3707","COG3708","COG3710","COG3711","COG3712","COG3713","COG3715","COG3716","COG3717","COG3734","COG3735","COG3741","COG3742","COG3743","COG3746","COG3754","COG3755","COG3757","COG3772","COG3773","COG3781","COG3791","COG3794","COG3795","COG3797","COG3806","COG3828","COG3829","COG3832","COG3836","COG3838","COG3839","COG3842","COG3845","COG3847","COG3850","COG3865","COG3871","COG3904","COG3913","COG3917","COG3920","COG3921","COG3931","COG3932","COG3942","COG3946","COG3948","COG3950","COG3958","COG3959","COG3963","COG3965","COG3967","COG3971","COG4067","COG4091","COG4101","COG4102","COG4104","COG4105","COG4106","COG4113","COG4118","COG4122","COG4126","COG4129","COG4146","COG4149","COG4154","COG4160","COG4166","COG4172","COG4175","COG4176","COG4177","COG4178","COG4188","COG4190","COG4191","COG4193","COG4206","COG4208","COG4213","COG4214","COG4215","COG4219","COG4221","COG4222","COG4225","COG4227","COG4231","COG4232","COG4235","COG4251","COG4253","COG4254","COG4264","COG4299","COG4311","COG4312","COG4313","COG4317","COG4319","COG4321","COG4335","COG4385","COG4395","COG4409","COG4423","COG4430","COG4447","COG4453","COG4461","COG4464","COG4540","COG4541","COG4553","COG4564","COG4565","COG4566","COG4567","COG4575","COG4577","COG4580","COG4583","COG4584","COG4585","COG4591","COG4603","COG4608","COG4618","COG4625","COG4637","COG4638","COG4643","COG4644","COG4651","COG4663","COG4668","COG4674","COG4679","COG4692","COG4717","COG4737","COG4753","COG4770","COG4771","COG4772","COG4773","COG4774","COG4775","COG4782","COG4783","COG4786","COG4795","COG4799","COG4805","COG4908","COG4922","COG4941","COG4942","COG4943","COG4944","COG4948","COG4952","COG4957","COG4961","COG4962","COG4964","COG4969","COG4970","COG4973","COG4974","COG4976","COG4977","COG4991","COG4992","COG4993","COG4994","COG5000","COG5001","COG5002","COG5004","COG5008","COG5009","COG5266","COG5267","COG5278","COG5283","COG5295","COG5301","COG5309","COG5330","COG5342","COG5349","COG5383","COG5429","COG5430","COG5433","COG5434","COG5435","COG5455","COG5457","COG5464","COG5470","COG5471","COG5476","COG5478","COG5485","COG5487","COG5505","COG5507","COG5511","COG5517","COG5518","COG5525","COG5581","COG5598","COG5611","COG5631","COG5642","COG5649","COG5653","COG5654","COG5662","COG5901","COG5902","COG5903","interaction"
0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,1,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,1,0,0,1,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,9,0,1,0,1,0,0,0,1,0,0,0,1,1,0,1,1,0,0,1,0,0,0,0,0,1,1,1,1,0,0,1,0,1,1,2,0,0,0,0,0,1,0,1,0,1,0,1,0,1,1,0,1,1,0,1,0,0,0,0,0,0,0,1,1,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,2,1,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,2,1,1,0,1,1,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,1,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,1,0,0,0,1,1,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,1,0,0,1,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,2,0,0,0,0,1,1,0,2,0,0,0,1,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,1,2,1,2,2,0,1,0,1,0,0,4,1,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,1,0,0,0,0,1,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-4.73755579993182
0,0,0,0,0,0,1,0,1,0,0,0,0,1,1,0,0,0,1,1,1,1,0,1,0,0,0,1,0,1,0,1,1,0,0,0,-1,0,1,0,1,0,0,1,1,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1,-1,0,1,1,0,0,1,1,1,-1,1,0,1,1,1,0,0,1,0,1,1,1,1,0,-1,1,0,0,-1,-1,0,0,0,0,0,0,1,1,0,0,1,-1,0,1,1,1,0,0,0,0,0,-1,1,0,1,0,1,0,0,1,1,0,0,1,0,0,1,1,-1,1,1,1,0,1,0,2,1,0,0,1,0,1,0,0,1,0,1,1,0,1,0,1,1,0,1,1,0,0,1,0,0,0,0,1,0,1,1,0,0,1,0,0,1,1,0,2,0,1,-2,0,0,1,-1,0,0,1,1,1,1,0,1,1,0,0,-1,1,1,0,1,0,2,1,1,0,1,0,0,1,1,0,0,0,0,1,1,0,0,0,1,1,1,1,0,0,2,0,1,1,0,1,0,0,1,1,0,0,0,0,0,0,0,1,0,1,-1,0,0,1,1,0,1,0,1,0,0,7,0,-1,1,0,1,1,1,4,0,1,0,-1,1,1,0,-1,1,0,0,1,0,1,0,0,0,2,0,0,0,0,-1,1,0,2,8,1,1,0,0,1,1,0,0,0,-1,1,-1,0,0,0,3,0,0,1,0,0,0,1,0,0,1,0,0,-1,1,1,1,1,0,1,0,-1,0,1,0,1,0,1,0,1,1,0,0,1,0,0,1,8,-1,0,1,0,0,1,-1,0,1,0,0,1,1,0,0,1,1,1,0,5,0,0,0,2,0,0,1,1,0,1,1,1,0,0,1,4,1,-1,1,0,1,1,-1,0,0,2,1,1,2,0,1,4,0,2,0,0,1,1,0,0,0,1,0,0,0,0,1,0,1,6,0,1,0,1,0,0,1,1,1,0,0,1,0,0,0,0,0,-1,1,0,1,0,1,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,-1,1,-1,0,1,0,2,-1,0,0,0,0,0,0,0,-1,-1,0,0,0,0,0,1,0,1,0,1,1,1,0,1,0,0,0,0,1,1,1,1,1,1,0,0,1,2,0,1,0,0,1,0,1,-1,-1,0,0,0,0,0,1,0,1,0,0,1,0,1,1,0,1,0,0,0,0,0,1,4,0,0,0,0,1,0,0,-1,1,0,0,-1,1,0,1,0,0,0,0,1,0,2,1,0,1,1,0,-1,1,1,0,0,0,1,0,1,1,-1,0,0,1,1,-1,1,1,1,0,-1,0,0,1,-1,0,2,1,1,0,0,0,0,0,0,1,1,4,0,0,0,0,1,0,2,0,0,5,0,0,0,1,-1,1,0,1,4,0,1,1,0,0,1,0,0,1,0,2,0,3,0,0,1,0,0,1,0,1,1,1,0,-1,1,1,0,0,0,-1,-1,1,0,1,0,1,1,0,1,0,1,0,1,1,0,-1,0,1,0,1,0,0,0,1,-1,0,0,0,0,0,0,1,0,-1,0,0,1,-1,0,1,0,-1,1,1,1,-1,0,-1,0,0,0,0,0,1,0,1,0,-1,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,1,-1,0,0,0,0,1,0,0,1,0,0,1,1,1,1,0,1,1,0,0,0,1,0,0,0,1,0,0,0,-1,0,1,0,3,0,4,0,1,3,1,2,1,0,2,-1,0,0,1,0,1,0,2,0,1,0,1,0,1,0,1,1,0,2,1,1,-2,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,1,-1,0,1,0,0,0,0,0,1,1,1,1,0,0,1,1,-1,0,-1,0,0,-1,-1,2,1,1,1,-1,5,1,0,-1,0,1,0,0,1,1,1,1,0,0,0,1,0,0,0,1,-1,0,0,0,0,0,0,1,1,1,0,0,0,0,1,0,1,1,1,1,0,3,1,0,1,0,0,1,0,0,0,0,1,1,0,1,1,1,0,1,0,0,0,0,0,0,1,0,0,1,1,0,0,0,1,0,1,1,1,0,1,-1,0,1,1,0,1,0,1,0,0,0,0,1,-1,0,0,1,1,1,1,0,0,0,0,0,0,0,0,1,0,0,1,1,1,1,1,-1,1,0,0,0,-1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1,0,0,2,1,-1,0,0,0,1,-1,0,1,0,0,0,0,0,0,0,0,1,1,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-1,1,0,0,3,0,0,0,1,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,-1,1,0,1,0,1,0,0,-1,0,2,1,-1,-1,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,1,0,0,0,-1,1,0,0,0,-1,0,0,-1,1,1,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,1,0,2,0,0,0,0,1,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,-1,0,0,0,1,1,0,0,0,1,1,0,1,-1,0,0,0,0,0,0,0,1,0,1,9,1,1,2,0,0,1,0,1,0,1,0,0,0,1,-1,0,-1,0,0,0,1,0,1,1,1,0,0,1,0,1,0,0,1,2,0,1,1,0,1,0,0,1,1,0,0,0,0,0,1,0,1,0,0,0,1,0,-1,0,0,0,1,0,1,1,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,3.38154527106552
