	s1	s2	s3	s4	s5	s6	s7	s8	s9	s10	s11	s12	s13	s14	s15	s16	s17	s18	s19	s20	s21	s22	s23	s24	s25	s26	s27	s28	s29	s30	s31	s32	s33	s34	s35	s36	s37	s38	s39	s40	s41	s42	s43	s44	s45	s46	s47	s48
pfam00004	1	1	2	1	1	2	1	2	1	1	2	0	0	1	3	1	1	1	1	1	0	1	4	2	1	0	3	0	1	1	1	1	2	3	2	1	1	2	1	2	3	1	2	1	1	2	1	1
pfam00005	9	12	47	16	15	21	23	13	20	15	13	0	0	20	76	22	11	11	12	50	0	20	23	29	8	0	22	0	20	11	6	20	16	16	15	11	12	21	18	21	57	15	13	15	14	21	13	15
pfam00006	1	0	1	1	1	1	1	1	1	1	1	0	0	1	1	1	1	1	0	1	0	1	2	1	1	0	1	0	1	1	0	1	2	1	1	1	1	1	1	1	2	0	1	1	0	1	0	0
pfam00009	1	1	3	1	1	1	1	2	2	1	2	0	0	2	2	2	1	1	1	2	0	1	4	2	1	0	2	0	1	1	1	1	2	3	3	1	1	1	1	1	3	2	2	1	1	1	1	2
pfam00011	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0
pfam00012	0	0	1	1	1	1	1	1	1	1	1	0	0	1	1	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	1	1	0	1	1	0	1	0	0
pfam00013	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	1	0	0	0	0	0	0	0
pfam00015	0	1	18	2	2	7	3	3	1	2	3	0	0	1	8	5	0	0	3	0	0	5	0	2	4	0	6	0	5	0	0	5	4	0	0	0	1	7	4	7	0	0	3	2	0	7	2	0
pfam00023	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
pfam00027	4	1	1	0	1	1	0	1	0	1	1	0	0	0	2	0	0	0	0	1	0	0	6	1	0	0	2	0	0	0	0	0	2	4	3	0	0	1	0	1	0	0	1	1	0	1	1	0
pfam00033	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
pfam00034	1	0	5	0	0	2	1	2	1	0	2	0	0	1	3	0	0	0	0	2	0	1	0	1	1	0	1	0	1	0	0	1	1	3	1	0	0	2	1	2	1	0	2	0	0	2	0	0
pfam00035	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
pfam00037	0	0	1	0	0	0	0	1	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0
pfam00041	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	1	0	0	0	0	0	0	0
pfam00043	0	0	2	1	1	1	1	2	1	1	2	0	0	1	2	1	0	0	0	1	0	1	0	1	1	0	1	0	1	0	1	1	2	0	0	1	1	1	1	1	0	0	2	1	0	1	0	0
pfam00044	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	1	0	1	0	0	0	0	0	1	2	1	1	0	1	0	1	1	0	0	0	0	1	0	0
pfam00056	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0
pfam00059	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
pfam00067	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
pfam00069	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	1	0	1	3	0	0	0	0	1	0	0
pfam00072	14	5	29	6	6	18	5	25	7	6	25	0	0	7	26	7	3	3	5	9	0	6	13	11	16	0	19	0	6	3	3	6	14	26	13	4	5	18	5	18	14	2	25	6	2	18	6	2
pfam00075	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
pfam00078	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
pfam00080	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
pfam00081	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0
pfam00082	0	1	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	4	0	1	0	1	0	0	0	0	0	0	1	1	0	0	0	0	0	2	0	1	0	0	0	1	0
pfam00083	0	0	2	1	2	2	1	2	1	2	2	0	0	1	1	1	0	0	0	2	0	2	1	1	0	0	0	0	2	0	1	2	0	1	0	0	1	2	2	2	4	1	2	2	0	2	0	1
pfam00085	1	1	1	0	0	1	0	1	0	0	1	0	0	0	1	1	1	1	0	0	0	1	2	1	0	0	1	0	1	1	0	1	0	2	2	1	0	1	1	1	2	1	1	0	0	1	0	1
pfam00091	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
pfam00092	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0
pfam00106	3	1	11	2	1	6	3	3	2	1	3	0	0	2	15	3	1	1	1	6	0	3	6	9	3	0	6	0	3	1	5	3	3	9	3	1	1	6	3	6	10	1	3	1	2	6	1	1
pfam00107	1	1	4	2	2	3	2	3	2	2	3	0	0	2	5	2	1	1	1	3	0	2	2	3	2	0	2	0	2	1	1	2	2	2	0	2	1	3	2	3	6	1	3	2	1	3	1	1
pfam00108	0	0	2	1	1	2	0	1	1	1	1	0	0	1	1	1	0	0	0	1	0	0	2	1	1	0	2	0	0	0	1	0	1	1	1	0	0	2	0	2	2	0	1	1	0	2	1	0
pfam00109	1	0	1	1	0	1	1	1	1	0	1	0	0	1	2	1	0	0	0	1	0	1	0	1	0	0	1	0	1	0	0	1	1	2	1	1	0	1	1	1	1	0	1	0	0	1	2	0
pfam00111	0	0	4	1	1	2	1	1	1	1	1	0	0	1	3	1	0	0	0	1	0	1	2	2	1	0	3	0	1	0	1	1	2	3	2	1	1	2	1	2	1	0	1	1	0	2	0	0
pfam00113	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
pfam00114	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
pfam00115	0	0	1	0	0	1	0	1	0	0	1	0	0	0	2	0	0	0	0	1	0	0	0	1	1	0	1	0	0	0	0	0	1	1	1	1	0	1	0	1	1	0	1	0	0	1	0	0
pfam00116	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
pfam00117	1	1	2	1	1	1	1	2	1	1	2	0	0	1	2	1	1	1	1	1	0	1	3	1	1	0	2	0	1	1	1	1	1	2	2	1	1	1	1	1	4	1	2	1	1	1	0	1
pfam00118	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
pfam00119	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
pfam00120	0	0	0	0	0	1	0	1	1	0	1	0	0	1	2	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	1	1	1	0	0	1	0	1	1	0	1	0	0	1	0	0
pfam00121	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
pfam00122	2	1	2	1	1	1	1	1	1	1	1	0	0	1	1	1	0	0	0	1	0	1	2	1	0	0	1	0	1	0	0	1	1	2	1	0	1	1	1	1	3	1	1	1	2	1	0	1
pfam00126	1	2	34	9	8	19	12	14	14	8	14	0	0	14	25	12	1	1	2	12	0	10	2	9	6	0	10	0	10	1	8	10	14	1	1	8	7	19	8	19	4	1	14	8	1	19	2	1
pfam00127	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
pfam00128	1	1	1	2	1	1	1	1	1	1	1	0	0	1	4	2	0	0	0	0	0	1	2	1	2	0	1	0	1	0	0	1	0	4	2	1	1	1	1	1	5	2	1	1	1	1	0	2
pfam00132	3	1	6	2	2	3	3	3	3	2	3	0	0	3	4	2	1	1	1	3	0	2	12	3	3	0	4	0	2	1	3	2	3	7	8	2	2	3	2	3	5	1	3	2	1	3	1	1
pfam00133	1	0	1	1	1	1	1	1	1	1	1	0	0	1	1	1	1	1	0	1	0	1	2	1	1	0	1	0	1	1	1	1	1	1	1	1	1	1	1	1	2	1	1	1	1	1	0	1
pfam00135	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0
pfam00137	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
pfam00140	0	0	1	0	0	1	0	1	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	2	1	0	0	1	0	1	1	0	1	0	0	1	0	0
pfam00141	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	1	0	0	0	0	0	0	1	1	0	0	0	0	0	1	0	0	0	0	0	0	0
pfam00144	2	2	1	0	0	1	1	3	1	0	3	0	0	1	2	0	0	0	1	2	0	1	4	1	1	0	1	0	1	0	0	1	0	7	3	0	0	1	0	1	3	0	3	0	0	1	1	0
pfam00145	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0
pfam00148	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
pfam00149	3	1	2	1	1	1	1	2	1	1	2	0	0	1	4	1	1	1	1	1	0	1	4	2	1	0	2	0	1	1	1	1	1	3	2	1	1	1	1	1	3	1	2	1	1	1	1	1
pfam00150	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0
pfam00152	1	0	1	1	1	0	1	1	1	1	1	0	0	1	1	1	1	1	0	0	0	1	2	0	1	0	1	0	1	1	0	1	1	1	1	0	1	0	1	0	1	1	1	1	1	0	0	1
pfam00154	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
pfam00155	2	2	7	2	3	4	3	4	4	3	4	0	0	4	6	3	1	1	2	5	0	3	4	3	2	0	4	0	3	1	2	3	4	5	3	2	2	4	3	4	6	2	4	3	1	4	2	2
pfam00156	1	1	2	1	1	1	1	1	1	1	1	0	0	1	2	1	1	1	1	2	0	1	2	1	1	0	2	0	1	1	1	1	1	3	2	1	1	1	1	1	4	2	1	1	2	1	1	2
pfam00158	1	1	3	1	2	4	1	2	1	2	2	0	0	1	2	2	0	0	0	1	0	1	2	1	2	0	4	0	1	0	1	1	4	2	1	2	2	4	1	4	0	0	2	2	0	4	2	0
pfam00160	1	0	1	0	0	0	0	1	0	0	1	0	0	0	1	0	0	0	0	0	0	0	1	0	1	0	1	0	0	0	0	0	0	2	1	0	0	0	0	0	1	0	1	0	0	0	0	0
pfam00162	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
pfam00163	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
pfam00164	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
pfam00166	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
pfam00171	1	1	7	2	2	5	2	3	3	2	3	0	0	3	6	2	1	1	1	5	0	2	2	2	2	0	5	0	2	1	3	2	5	5	4	3	2	5	2	5	8	1	3	2	1	5	1	1
pfam00174	0	0	1	0	0	0	0	0	1	0	0	0	0	1	1	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
pfam00175	0	0	3	1	1	2	1	2	1	1	2	0	0	1	1	1	0	0	0	1	0	1	2	1	1	0	2	0	1	0	1	1	2	1	2	1	1	2	1	2	1	0	2	1	0	2	0	0
pfam00176	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
pfam00177	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
pfam00180	0	0	1	0	0	0	0	1	0	0	1	0	0	0	1	0	0	0	0	1	0	1	0	1	0	0	1	0	1	0	0	1	0	1	0	0	0	0	0	0	1	0	1	0	0	0	0	0
pfam00181	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
pfam00183	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0
pfam00185	0	0	1	0	0	0	0	1	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	1	0	0	0	0	0	1	1	1	0	1	0	0	1
pfam00186	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
pfam00188	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
pfam00189	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
pfam00195	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
pfam00196	2	1	4	3	3	4	2	4	5	3	4	0	0	5	6	3	1	1	1	3	0	2	2	0	2	0	4	0	2	1	1	2	2	3	4	1	3	4	2	4	10	0	4	3	0	4	1	0
pfam00198	1	0	1	0	0	1	0	1	0	0	1	0	0	0	1	0	1	1	0	1	0	0	2	0	1	0	1	0	0	1	0	0	1	1	2	0	0	1	0	1	2	0	1	0	0	1	0	0
pfam00199	0	0	0	0	0	1	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	1	0	1	0	0	1	0	0
pfam00202	2	1	2	1	1	3	1	2	1	1	2	0	0	1	3	1	1	1	1	2	0	1	2	2	1	0	2	0	1	1	1	1	2	3	2	2	1	3	1	3	4	1	2	1	0	3	1	1
pfam00203	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
pfam00204	0	0	1	0	0	0	0	1	0	0	1	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	1	1	0	0	0	0	0	1	0	1	0	0	0	0	0
pfam00205	0	1	1	1	1	1	1	1	1	1	1	0	0	1	2	1	1	1	0	2	0	1	0	2	0	0	1	0	1	1	0	1	0	1	0	1	1	1	1	1	2	1	1	1	1	1	0	1
pfam00206	1	1	2	1	1	1	1	1	1	1	1	0	0	1	2	1	1	1	0	1	0	1	2	1	1	0	1	0	1	1	1	1	1	2	1	1	1	1	1	1	2	1	1	1	0	1	0	1
pfam00207	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
pfam00208	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	1	0	0	0	0	0	1	0	0	0	0	0	0	0
pfam00209	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	2	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
pfam00210	1	0	1	1	1	1	0	1	1	1	1	0	0	1	1	1	0	0	0	0	0	0	1	1	1	0	1	0	0	0	0	0	0	1	1	0	1	1	0	1	1	0	1	1	0	1	0	0
pfam00211	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
pfam00213	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
pfam00215	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0
pfam00216	0	0	1	1	1	1	1	1	1	1	1	0	0	1	1	1	0	0	0	1	0	1	1	1	0	0	1	0	1	0	0	1	1	1	1	1	1	1	1	1	1	0	1	1	0	1	0	0
pfam00218	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
pfam00221	0	0	1	0	0	0	0	1	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0
pfam00224	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0
pfam00226	1	0	1	0	0	1	0	1	1	0	1	0	0	1	2	0	0	0	0	1	0	0	0	1	0	0	1	0	0	0	0	0	1	1	1	0	0	1	0	1	2	0	1	0	0	1	0	0
pfam00227	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
pfam00230	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	1	0	0	0
pfam00231	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
pfam00232	0	0	0	1	1	0	1	0	1	1	0	0	0	1	0	1	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	1	0	2	1	0	1	2	0	0	1
pfam00237	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
pfam00238	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
pfam00239	0	1	0	1	1	0	0	0	1	1	0	0	0	1	1	0	1	1	0	1	0	0	0	1	0	0	0	0	0	1	0	0	0	1	0	0	0	0	1	0	1	0	0	1	0	0	0	0
pfam00245	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0
pfam00246	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	1	0	0	0	0	0	0	0	0	0	0	0	0	0
pfam00248	2	1	3	1	1	2	2	2	2	1	2	0	0	2	5	2	1	1	0	2	0	2	3	1	1	0	1	0	2	1	0	2	0	2	1	0	1	2	1	2	7	2	2	1	1	2	1	2
pfam00251	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	1	0	0	0	0	0	1
pfam00252	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
pfam00253	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
pfam00254	1	0	1	1	1	1	1	1	1	1	1	0	0	1	0	1	0	0	0	0	0	1	2	0	1	0	2	0	1	0	1	1	2	2	1	1	1	1	1	1	1	0	1	1	0	1	0	0
pfam00255	0	0	0	0	0	1	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	1	0	1	0	0	1	0	0
pfam00258	0	0	1	1	1	0	1	1	1	1	1	0	0	1	0	1	0	0	0	0	0	1	1	0	1	0	1	0	1	0	0	1	1	0	0	0	1	0	1	0	0	0	1	1	0	0	0	0
pfam00263	0	0	1	0	0	1	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	1	1	1	0	0	1	0	0	1	0	0
pfam00265	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
pfam00266	1	1	1	1	1	1	1	1	1	1	1	0	0	1	2	1	1	1	1	1	0	1	2	2	1	0	1	0	1	1	1	1	1	3	2	1	1	1	1	1	4	0	1	1	1	1	1	0
pfam00267	0	0	0	1	1	0	1	0	1	1	0	0	0	1	0	1	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	1	0	0	0	0	1	0	1	0	0	0	0	1	0	0	0	0
pfam00268	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	1	0	0	0	0	0
pfam00269	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
pfam00270	2	1	3	2	2	3	2	4	2	2	4	0	0	2	3	2	1	1	1	2	0	2	6	2	3	0	3	0	2	1	1	2	3	5	4	1	2	3	2	3	6	2	4	2	1	3	1	2
pfam00271	3	2	4	2	2	3	2	4	2	2	4	0	0	2	3	2	2	2	1	2	0	2	6	3	3	0	4	0	2	2	1	2	4	7	6	2	2	3	2	3	8	3	4	2	2	3	2	3
pfam00275	0	0	1	0	0	0	0	1	0	0	1	0	0	0	1	0	1	1	0	1	0	0	1	1	0	0	1	0	0	1	0	0	1	1	1	0	0	0	0	0	1	0	1	0	1	0	0	0
pfam00276	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
pfam00278	0	0	0	0	0	1	0	1	0	0	1	0	0	0	1	0	0	0	0	1	0	0	1	0	1	0	1	0	0	0	0	0	1	1	1	0	0	1	0	1	1	0	1	0	0	1	0	0
pfam00281	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
pfam00282	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0
pfam00285	0	0	1	0	0	0	0	1	0	0	1	0	0	0	1	0	0	0	0	1	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0
pfam00288	1	0	0	0	1	0	0	1	0	1	1	0	0	0	0	1	1	1	0	0	0	0	0	0	1	0	0	0	0	1	0	0	1	1	0	0	1	0	0	0	2	1	1	1	1	0	0	1
pfam00289	0	0	1	0	0	1	0	1	0	0	1	0	0	0	1	0	1	1	0	1	0	0	0	0	0	0	1	0	0	1	1	0	0	1	1	0	0	1	0	1	2	0	1	0	0	1	0	0
