"","specise1","specise2","interaction"
"2","Species22","Species23","1.39073730104222"
"3","Species22","Species24","3.09185675824381"
"4","Species23","Species22","0.656583894848103"
"5","Species23","Species24","-20.6956424956593"
"6","Species24","Species22","3.25127575796067"
"7","Species24","Species23","2.40662569374245"
