"","specise1","specise2","interaction"
"2","Species19","Species20","1.50336986996324"
"3","Species19","Species21","-5.23760144138468"
"4","Species20","Species19","0.502238801107552"
"5","Species20","Species21","2.45986504001053"
"6","Species21","Species19","1.48282268958521"
"7","Species21","Species20","6.19914949017777"
