"Species10","Species11","-1.20981009162488"
"Species10","Species12","-4.7375544123932"
"Species11","Species10","3.38154525131165"
"Species11","Species12","1.48037551045497"
"Species12","Species10","2.74065179652201"
"Species12","Species11","4.27639183435738"
"Species1","Species2","-0.0240197574001175"
"Species1","Species3","-5.46608481643351"
"Species2","Species1","2.06187085305738"
"Species2","Species3","10.8382451536931"
"Species3","Species1","2.98348309842397"
"Species3","Species2","3.2559838865509"
"Species1","Species2","-0.0240239283010076"
"Species1","Species3","-5.46607366771061"
"Species2","Species1","2.06186989267863"
"Species2","Species3","10.8382643164072"
"Species3","Species1","2.98348415743011"
"Species3","Species2","3.25598058857534"
"Species13","Species14","0.821942286357564"
"Species13","Species15","-5.21794627166616"
"Species14","Species13","2.9816020366708"
"Species14","Species15","2.17619909996156"
"Species15","Species13","2.10799622921893"
"Species15","Species14","6.35580170951689"
"Species16","Species17","-0.578051602983226"
"Species16","Species18","-0.361773312425201"
"Species17","Species16","2.6787866107213"
"Species17","Species18","-4.89106987771864"
"Species18","Species16","2.03988894231167"
"Species18","Species17","7.83071347857213"
"Species19","Species20","1.50337184447279"
"Species19","Species21","-5.23752560580725"
"Species20","Species19","0.502246403045728"
"Species20","Species21","2.45981471991647"
"Species21","Species19","1.48281239741209"
"Species21","Species20","6.19916155012982"
"Species22","Species23","1.39073729673347"
"Species22","Species24","3.09185648380192"
"Species23","Species22","0.656579975907508"
"Species23","Species24","-20.6955830438049"
"Species24","Species22","3.25127574943932"
"Species24","Species23","2.40662568501442"
"Species4","Species5","-1.34317778603521"
"Species4","Species6","-0.658642353029462"
"Species5","Species4","3.34539165572684"
"Species5","Species6","-15.6500774779942"
"Species6","Species4","5.39761027044253"
"Species6","Species5","-4.25447754282741"
"Species7","Species8","-1.88154295299806"
"Species7","Species9","-0.753414431243679"
"Species8","Species7","3.81970349258158"
"Species8","Species9","-1.17748292888258"
"Species9","Species7","3.19078454277991"
"Species9","Species8","2.78260084062939"
