"","specise1","specise2","interaction"
"2","Species1","Species2","-0.0240217600676865"
"3","Species1","Species3","-5.46608120303332"
"4","Species2","Species1","2.06186990588117"
"5","Species2","Species3","10.8382640728742"
"6","Species3","Species1","2.98348347914487"
"7","Species3","Species2","3.25598169690603"
