"","specise1","specise2","interaction"
"2","Species7","Species8","-1.88154311152518"
"3","Species7","Species9","-0.753414163307682"
"4","Species8","Species7","3.81970353308125"
"5","Species8","Species9","-1.1774836680722"
"6","Species9","Species7","3.19078393261217"
"7","Species9","Species8","2.78260187237733"
