"","specise1","specise2","interaction"
"2","Species4","Species5","-1.34317766406686"
"3","Species4","Species6","-0.658641922839736"
"4","Species5","Species4","3.34539182426572"
"5","Species5","Species6","-15.6500859281764"
"6","Species6","Species4","5.3977738324806"
"7","Species6","Species5","-4.25578749393192"
