,gene,permimpt
0,befor TIGR01726,0.08737973107953441
1,befor TIGR00711,0.07080763200236935
2,after TIGR00711,0.0676506844657381
3,befor TIGR00093,0.04943303330291775
4,after TIGR02937,0.0440203830525304
5,after TIGR00254,0.04025326528491748
6,befor TIGR00710,0.011425836631394204
