,gene,permimpt
0,befor Zeatin biosynthesis,1.0238136700287577
1,after Antigen processing and presentation,0.6187513872821129
2,befor Polyketide sugar unit biosynthesis,0.11210829646878295
3,befor D-Alanine metabolism,0.014940079206893131
