0,1,2,3,4
-19.01655191082916,-35.908505897774845,0.6715825325123363,-9.252725872568988,1.0255626006314473
-10.41698866442248,-5.063690382418781,27.836876852954937,8.464982232764749,12.953443425210176
-29.603838799621613,-24.066567258542875,30.689605437129863,6.251550334968296,13.44206384498144
19.34812188594769,-35.95227503646704,-6.401882361569275,-6.941509089781146,-0.772167496227305
29.743171048274526,-23.725255608876854,-23.116289138590588,20.016990684020325,-12.798982802952153
1.4706456187058068,-24.48303013320481,37.05144261746972,12.901774252651423,-12.131157439624012
61.607915954636105,35.714823215703895,28.97951857011628,25.62173403622171,-27.125689007219478
-1.1680489203208129,-24.169281385300238,-27.517921464275762,31.73291460984779,7.3914544315868875
60.327662403688315,31.052531151660567,-10.570543282358768,6.906574266905653,-15.40245863583796
-61.23378092102224,36.039452673173386,-12.475191401526999,38.382643341504505,23.817276686526967
-59.8753399329434,31.063411861225465,12.544110827743449,0.8363432149920826,16.01789518669758
1.4706456187058068,-24.48303013320481,37.05144261746972,12.901774252651423,-12.131157439624012
61.607915954636105,35.714823215703895,28.97951857011628,25.62173403622171,-27.125689007219478
-1.1680489203208129,-24.169281385300238,-27.517921464275762,31.73291460984779,7.3914544315868875
60.327662403688315,31.052531151660567,-10.570543282358768,6.906574266905653,-15.40245863583796
-61.23378092102224,36.039452673173386,-12.475191401526999,38.382643341504505,23.817276686526967
-59.8753399329434,31.063411861225465,12.544110827743449,0.8363432149920826,16.01789518669758
26.70526739257128,-28.3242588225254,-6.960854585516284,-7.1591944758453705,-1.9182404440713283
93.47871552843947,38.34350089567473,-10.664403814519563,-26.385363379210705,26.459725954739007
-26.345953461846307,-28.275664486038636,1.1655513508043542,-9.695946837254242,2.4055485601667197
66.97149031584459,65.02298832222723,-5.949698686320857,-26.926369228887346,29.14882159136177
-92.77171369972937,38.6905265550191,-6.096846955240439,-29.838401845224816,-26.288134584510605
-66.22771805790667,65.3214196450848,-9.50854776336237,-27.842655333492583,-27.92282795212589
-19.03660288849852,-18.02395915327951,-1.1525393393409167,-10.514969038018123,2.8174964864783565
-19.03660288849852,-18.02395915327951,-1.1525393393409167,-10.514969038018123,2.8174964864783565
19.447723919122176,-18.067952892645092,-5.542655642780853,-9.124582951192698,-2.6567321109051196
0.19335931933702913,-37.467037518615534,-3.882170713189546,-10.475814332419972,-0.3707851765542702
19.447723919122176,-18.067952892645092,-5.542655642780853,-9.124582951192698,-2.6567321109051196
0.19335931933702913,-37.467037518615534,-3.882170713189546,-10.475814332419972,-0.3707851765542702
40.00479977894853,6.821754736478286,-6.186719984449221,-18.76151528816572,14.821388200401334
-11.11991810746039,-43.48782375311519,-1.0529876917508822,-9.138936253282935,-1.0491190980917735
-39.44170117240307,7.006389666140893,-6.053181143761149,-20.086219170944187,-15.100176946555559
-50.75415481574791,-4.4485875415565985,-4.043489616294725,-21.490200209769878,-15.776774163420558
11.473725394093403,-43.500174704893645,-5.558845304860776,-7.750959948751911,0.39305014040895514
51.285989637157485,-4.645573422997659,-8.682886070092689,-18.77752002246039,15.586960222037062
-1.7377342739202206,-1.9475995861880744,-28.187787824759525,24.428335950032814,3.4437066191774597
13.967764928078093,9.380857861860736,-1.9039380688892493,-16.43484792790212,11.413807988673526
2.0779415856318284,-2.2915154076458526,35.10333951023783,6.417662181428241,-6.371563796937779
15.827488839241198,12.064414811651572,36.362766583988915,-0.15620386902099603,4.705649705674514
-13.4212891548617,9.45019428739349,-8.168272394373577,-14.969159828177617,-11.815088556487908
-15.377241103250647,12.477667058642101,-33.192695076492775,19.320157999308076,-8.70797642337168
-1.170741132826824,-15.496993499971692,-2.4787583123011023,-7.249792361876208,0.5408668976573637
18.127804860381858,4.619552789236782,-8.220271964955803,2.336444928760072,-6.477109213459621
1.528091656001086,-15.495074189390492,-2.1413015304044998,-7.397250893733409,0.4534765512724187
19.468844217578656,3.210917267557722,-7.9226597043172875,2.5469433158637513,-6.481033930256799
-17.76881103501913,4.527251253536746,8.363998187290589,-1.7378778079950812,7.713467167563599
-19.126604466650235,3.1166964212764863,8.324153666032503,-1.3799208890342012,7.796932797151371
2.4919928731798366,3.3555221616431092,-21.79042889117786,16.74161429074606,-14.296548204273776
-0.5459107825234134,-1.2434810520054336,-5.63499433810356,-10.434570869119636,-3.415805845392949
-2.2776982117076647,2.91800542892311,28.58975011257449,4.486720087400302,15.755754161253808
-3.059843157798898,2.564325831522859,27.27790462900793,8.247296846700529,11.807370477366156
0.9801871260676419,-1.291091798572649,-0.9343039737510255,-11.460777084822235,4.719238876439094
3.235945835679659,2.9542318176756437,-18.401584010391883,19.475984834343688,-10.109887166329388
