,gene,mdi
0,after CBM50,0.2212882
1,befor GT4,0.19423571
2,after GT4,0.15812454
3,after GT51,0.07784984
4,befor GH23,0.070401356
5,befor GT2,0.06674509
6,after GH23,0.06606257
7,after GT2,0.054004118
8,befor GT51,0.051517773
9,befor CBM50,0.039770782
